airline,src,dest,codeshare,stops,equipment
AA,DCA,DAY,,0,CRJ
AA,DCA,DFW,,0,738 M80
AA,DCA,DSM,Y,0,E70 CRJ
AA,DCA,DTW,Y,0,CRJ E70 E75
AA,DCA,FAY,,0,DH3
AA,DCA,FLL,,0,319
AA,DCA,GSO,Y,0,CRJ E70 E75
AA,DCA,GSP,Y,0,CRJ
AA,DCA,HHH,,0,DH3
AA,DCA,HPN,Y,0,DH3 CRJ
AA,DCA,HSV,Y,0,CRJ E70
AA,DCA,ILM,Y,0,CRJ
AA,DCA,IND,Y,0,E70 E75 CRJ
AA,DCA,ISP,Y,0,CRJ
AA,DCA,JAN,Y,0,CRJ
AA,DCA,JAX,Y,0,CRJ E75 E70
AA,DCA,JFK,,0,738
AA,DCA,LAS,,0,319
AA,DCA,LAX,,0,738
AA,DCA,LGA,,0,319 E90
AA,DCA,LIT,Y,0,E70
AA,DCA,MCI,Y,0,E70 E75
AA,DCA,MCO,,0,320 319
AA,DCA,MEM,Y,0,CRJ
AA,DCA,MHT,Y,0,CRJ E75 E70
AA,DCA,MIA,,0,738
AA,DCA,MSP,Y,0,E70 E75
AA,DCA,MSY,Y,0,E70 E75
AA,DCA,MYR,Y,0,CRJ
AA,DCA,OAJ,Y,0,CRJ
AA,DCA,OMA,Y,0,E70
AA,DCA,ORD,,0,738 M83 M80
AA,DCA,ORF,,0,DH3
AA,DCA,PBI,Y,0,E75 E70
AA,DCA,PDX,Y,0,737
AA,DCA,PHL,,0,319 320 DH3
AA,DCA,PHX,,0,320 757
AA,DCA,PIT,Y,0,CRJ E75
AA,DCA,PNS,Y,0,CRJ
AA,DCA,PVD,Y,0,CRJ E75 E70
AA,DCA,PWM,Y,0,E75 CRJ E70
AA,DCA,RDU,Y,0,ERD CRJ
AA,DCA,ROC,Y,0,E70 CRJ
AA,DCA,RSW,Y,0,E75 E70
AA,DCA,SAN,,0,319
AA,DCA,SAV,Y,0,CRJ
AA,DCA,SDF,Y,0,CRJ E75
AA,DCA,SRQ,Y,0,CRJ
AA,DCA,STL,Y,0,CR7
AA,DCA,SYR,Y,0,E70 CRJ E75
AA,DCA,TLH,Y,0,CRJ
AA,DCA,TPA,,0,319
AA,DCA,TYS,Y,0,CRJ
AA,DCA,VPS,Y,0,CRJ
AA,DEN,CLT,,0,321 320
AA,DEN,DFW,,0,738 M83 M80
AA,DEN,LAX,Y,0,CR7
AA,DEN,MIA,,0,738
AA,DEN,ORD,,0,M80 M83
AA,DEN,PHL,,0,320 321
AA,DEN,PHX,,0,320 321
AA,DEN,SEA,Y,0,737
AA,DFW,ABI,Y,0,ERD CRJ ER4
AA,DFW,ABQ,,0,M80 M83
AA,DFW,ACT,Y,0,ER4 ERD
AA,DFW,AEX,Y,0,CRJ ER4 ERD
AA,DFW,AMA,Y,0,ER4 CRJ ERD
AA,DFW,ATL,,0,M83 M80 319
AA,DFW,AUS,,0,M80 M83 738
AA,DFW,BDL,,0,738
AA,DFW,BHM,,0,M80 M83
AA,DFW,BMI,Y,0,ER4
AA,DFW,BNA,,0,738 M80 M83
AA,DFW,BOS,,0,738 757
AA,DFW,BPT,Y,0,ERD ER4 CRJ
AA,DFW,BRO,Y,0,CRJ ER4
AA,DFW,BTR,Y,0,ERD ER4 CRJ
AA,DFW,BWI,,0,M83 M80
AA,DFW,CAE,Y,0,ER4
AA,DFW,CHA,Y,0,ERD ER4
AA,DFW,CHS,Y,0,ER4 ERD
AA,DFW,CID,Y,0,ER4 CRJ
AA,DFW,CLE,,0,319
AA,DFW,CLL,Y,0,ER4 ERD CRJ
AA,DFW,CLT,,0,321 319 M80 M83 320 737 757
AA,DFW,CMH,,0,M83 M80
AA,DFW,CMI,Y,0,ER4
AA,DFW,COS,,0,M80 M83
AA,DFW,COU,Y,0,ER4 ERD
AA,DFW,CRP,,0,319
AA,DFW,CRW,Y,0,CRJ
AA,DFW,CVG,Y,0,ERD ER4
AA,DFW,DAY,,0,319 M80 M83
AA,DFW,DCA,,0,738 M80
AA,DFW,DEN,,0,738 M80 M83
AA,DFW,DRO,Y,0,ER4 CRJ
AA,DFW,DSM,,0,M83 M80
AA,DFW,DTW,,0,738 M83 M80
AA,DFW,ELP,,0,M80 319
AA,DFW,EVV,Y,0,ERD
AA,DFW,EWR,,0,M83 M80
AA,DFW,FAR,Y,0,ER4 ERD
AA,DFW,FAT,,0,M80
AA,DFW,FLL,,0,738
AA,DFW,FSD,Y,0,ER4 CRJ
AA,DFW,FSM,Y,0,ER4 ERD
AA,DFW,FWA,Y,0,ER4
AA,DFW,GCK,Y,0,ERD ER4
AA,DFW,GGG,Y,0,ER4 ERD
AA,DFW,GJT,Y,0,ER4
AA,DFW,GPT,Y,0,ERD ER4
AA,DFW,GRI,Y,0,ERD ER4
AA,DFW,GRK,Y,0,ER4 CRJ ERD
AA,DFW,GRR,Y,0,ER4 ERD
AA,DFW,GSO,Y,0,ER4
AA,DFW,GSP,Y,0,ER4
AA,DFW,HNL,,0,763
AA,DFW,HOU,,0,M83 M80
AA,DFW,HSV,,0,319
AA,DFW,IAD,,0,738 M80
AA,DFW,IAH,,0,M83 M80
AA,DFW,ICT,,0,319
AA,DFW,IND,,0,M80 M83
AA,DFW,JAN,Y,0,ER4 ERD
AA,DFW,JAX,,0,M80 M83
AA,DFW,JFK,,0,738
AA,DFW,JLN,Y,0,ER4
AA,DFW,LAS,,0,738 M80 M83 757
AA,DFW,LAW,Y,0,ERD ER4
AA,DFW,LAX,,0,738 763 757 M83
AA,DFW,LBB,,0,M80 M83
AA,DFW,LCH,Y,0,ERD ER4
AA,DFW,LEX,Y,0,ERD ER4
AA,DFW,LFT,Y,0,ERD ER4 CRJ
AA,DFW,LGA,,0,738
AA,DFW,LIT,,0,M80 M83
AA,DFW,LRD,Y,0,ERD CRJ ER4
AA,DFW,MAF,Y,0,ERD CRJ ER4
AA,DFW,MCI,,0,M80 M83
AA,DFW,MCO,,0,738 M80 M83 757
AA,DFW,MEM,,0,319
AA,DFW,MFE,,0,319 M80 M83
AA,DFW,MGM,Y,0,ER4 ERD
AA,DFW,MHK,Y,0,ER4 ERD
AA,DFW,MIA,,0,738 763 757
AA,DFW,MKE,,0,M80 M83
AA,DFW,MLI,Y,0,ERD ER4
AA,DFW,MLU,Y,0,ER4 CRJ
AA,DFW,MOB,Y,0,ER4 CRJ
AA,DFW,MSN,Y,0,ER4 CRJ
AA,DFW,MSP,,0,M80 M83 738
AA,DFW,MSY,,0,M83 M80
AA,DFW,OGG,,0,763
AA,DFW,OKC,,0,M80 M83
AA,DFW,OMA,,0,M83 M80
AA,DFW,ONT,,0,M83 M80
AA,DFW,ORD,,0,M80 M83
AA,DFW,ORF,,0,M80 M83
AA,DFW,PBI,,0,738
AA,DFW,PDX,,0,M83
AA,DFW,PHL,,0,738 320 319 M83 M80 E90 757
AA,DFW,PHX,,0,321 738 M80 319 M83 320
AA,DFW,PIA,Y,0,ER4
AA,DFW,PIT,,0,M80
AA,DFW,PNS,,0,M83 M80
AA,DFW,PSP,,0,M80 M83
AA,DFW,RAP,Y,0,ER4 CRJ
AA,DFW,RDU,,0,M80 M83 738
AA,DFW,RIC,,0,M80 M83
AA,DFW,RNO,,0,M83 738
AA,DFW,ROW,Y,0,ERD
AA,DFW,RSW,,0,738
AA,DFW,SAF,Y,0,ER4 ERD
AA,DFW,SAN,,0,738 M80 M83 757
AA,DFW,SAT,,0,M83 M80
AA,DFW,SAV,Y,0,ER4
AA,DFW,SDF,,0,M80 M83 319
AA,DFW,SEA,,0,738 757
AA,DFW,SFO,,0,738 757 763
AA,DFW,SGF,Y,0,ERD ER4
AA,DFW,SHV,Y,0,CRJ ERD ER4
AA,DFW,SJC,,0,M83
AA,DFW,SJT,Y,0,ER4 CRJ ERD
AA,DFW,SJU,,0,757
AA,DFW,SLC,,0,M83 M80
AA,DFW,SMF,,0,M83
AA,DFW,SNA,,0,738
AA,DFW,SPI,Y,0,ERD ER4
AA,DFW,SPS,Y,0,ER4 CRJ ERD
AA,DFW,STL,,0,M80 M83 738
AA,DFW,TLH,Y,0,ER4 ERD
AA,DFW,TPA,,0,738 M83 M80
AA,DFW,TUL,,0,M83 757 M80 738
AA,DFW,TUS,,0,M80 M83
AA,DFW,TXK,Y,0,ERD ER4
AA,DFW,TYR,Y,0,ERD ER4 CRJ
AA,DFW,TYS,Y,0,ERD ER4 CRJ
AA,DFW,VPS,Y,0,ER4 CRJ ERD
AA,DFW,XNA,,0,M80
AA,DRO,DFW,Y,0,ER4 CRJ
AA,DRO,PHX,Y,0,CRJ CR9
AA,DSM,CLT,Y,0,CR9
AA,DSM,DCA,Y,0,E70 CRJ
AA,DSM,DFW,,0,M80 M83
AA,DSM,ORD,Y,0,E75 ERD ER4
AA,DSM,PHX,,0,319
AA,DTW,CLT,,0,319 321
AA,DTW,DCA,Y,0,E70 CRJ E75
AA,DTW,DFW,,0,M83 M80 738
AA,DTW,LGA,Y,0,CR7
AA,DTW,MIA,,0,738
AA,DTW,ORD,Y,0,E75 ERD ER4 CR7
AA,DTW,PHL,,0,320 E90 319
AA,DTW,PHX,,0,319 321
AA,ELM,PHL,,0,DH3
AA,ELP,DFW,,0,M80 319
AA,ELP,LAX,Y,0,CRJ
AA,ELP,ORD,Y,0,E75
AA,ELP,PHX,Y,0,CRJ CR9
AA,ERI,PHL,,0,DH3
AA,EUG,LAX,Y,0,CRJ
AA,EUG,PDX,Y,0,DH4
AA,EVV,DFW,Y,0,ERD
AA,EVV,ORD,Y,0,ER4 ERD
AA,EWN,CLT,,0,DH8 DH3
AA,EWR,CLT,,0,321 320 737 319
AA,EWR,DFW,,0,M83 M80
AA,EWR,MIA,,0,757 738
AA,EWR,ORD,Y,0,E75 CR7
AA,EWR,PHL,,0,DH3
AA,EWR,PHX,,0,320
AA,EWR,SEA,Y,0,737
AA,EYW,MIA,Y,0,ERD
AA,FAR,DFW,Y,0,ER4 ERD
AA,FAR,ORD,Y,0,ER4
AA,FAT,DFW,,0,M80
AA,FAT,LAX,Y,0,CRJ
AA,FAT,PHX,Y,0,CR9 CRJ
AA,FAY,CLT,,0,DH8
AA,FAY,DCA,Y,0,DH3
AA,FLG,PHX,Y,0,CRJ
AA,FLL,CLT,,0,319 321 320 737
AA,FLL,DCA,,0,319
AA,FLL,DFW,,0,738
AA,FLL,ORD,,0,738
AA,FLL,PHL,,0,320 319 737
AA,FLL,PHX,,0,320 319
AA,FLO,CLT,,0,DH3 DH8
AA,FNT,ORD,Y,0,ER4 ERD
AA,FSD,DFW,Y,0,ER4 CRJ
AA,FSD,ORD,Y,0,ER4 ERD
AA,FSM,DFW,Y,0,ER4 ERD
AA,FWA,DFW,Y,0,ER4
AA,FWA,ORD,Y,0,ER4 ERD
AA,GCK,DFW,Y,0,ER4 ERD
AA,GCM,CLT,,0,320 321 319
AA,GCM,MIA,,0,738
AA,GCM,PHL,,0,319
AA,GEG,PHX,,0,319
AA,GGG,DFW,Y,0,ER4 ERD
AA,GJT,DFW,Y,0,ER4
AA,GJT,PHX,Y,0,CRJ
AA,GNV,CLT,,0,CRJ
AA,GNV,MIA,Y,0,ER4
AA,GPT,CLT,Y,0,CRJ CR7
AA,GPT,DFW,Y,0,ERD ER4
AA,GRB,ORD,Y,0,ER4
AA,GRI,DFW,Y,0,ER4 ERD
AA,GRK,DFW,Y,0,ER4 CRJ ERD
AA,GRR,DFW,Y,0,ERD ER4
AA,GRR,ORD,Y,0,ER4 ERD
AA,GSO,CLT,,0,DH8
AA,GSO,DCA,Y,0,CRJ
AA,GSO,DFW,Y,0,ER4
AA,GSO,LGA,Y,0,ERD
AA,GSO,MIA,Y,0,ER4
AA,GSO,PHL,Y,0,E75 CRJ E70
AA,GSP,CLT,,0,DH3 DH8
AA,GSP,DCA,Y,0,CRJ
AA,GSP,DFW,Y,0,ER4
AA,GSP,PHL,Y,0,CRJ
AA,HHH,CLT,,0,DH3
AA,HHH,DCA,,0,DH3
AA,HNL,DFW,,0,763
AA,HNL,LAX,,0,757
AA,HNL,OAK,Y,0,737
AA,HNL,PHX,,0,757
AA,HNL,SJC,Y,0,737
AA,HOU,DFW,,0,M83 M80
AA,HPN,CLT,Y,0,CRJ
AA,HPN,DCA,Y,0,CRJ
AA,HPN,ORD,Y,0,ERD
AA,HPN,PHL,,0,DH3
AA,HSV,CLT,Y,0,CR7 CRJ
AA,HSV,DCA,Y,0,E70 CRJ
AA,HSV,DFW,,0,319
AA,HSV,ORD,Y,0,ER4
AA,HTS,CLT,,0,DH3 DH8
AA,HVN,PHL,,0,DH3
AA,IAD,AUH,Y,0,340
AA,IAD,CLT,,0,CR7 CR9
AA,IAD,DFW,,0,738 M80
AA,IAD,LAX,,0,738
AA,IAD,MIA,,0,738
AA,IAH,CLT,,0,321 737 319 320
AA,IAH,DFW,,0,M80 M83
AA,IAH,LAX,Y,0,CR7
AA,IAH,MIA,,0,738
AA,IAH,ORD,Y,0,CR7
AA,IAH,PHL,,0,E90
AA,IAH,PHX,,0,319 320
AA,ICT,DFW,,0,319
AA,ICT,ORD,Y,0,CRJ
AA,ILM,CLT,,0,319 CR9
AA,ILM,DCA,Y,0,CRJ
AA,ILM,LGA,Y,0,ERD
AA,ILM,PHL,Y,0,CRJ E75
AA,IND,CLT,,0,319
AA,IND,DCA,Y,0,E70 E75 CRJ
AA,IND,DFW,,0,M80 M83
AA,IND,JFK,Y,0,ER4
AA,IND,LAX,,0,738
AA,IND,MIA,Y,0,ER4
AA,IND,ORD,Y,0,E75 ER4 ERD CR7
AA,IND,PHL,,0,E90
AA,IND,PHX,,0,320 319
AA,IPT,PHL,,0,DH3
AA,ISP,DCA,Y,0,CRJ
AA,ISP,PHL,,0,DH3
AA,ITH,PHL,,0,DH3
AA,JAN,CLT,Y,0,CRJ CR7
AA,JAN,DCA,Y,0,CRJ
AA,JAN,DFW,Y,0,ER4 ERD
AA,JAX,CLT,,0,319 737
AA,JAX,DCA,Y,0,E75 CRJ E70
AA,JAX,DFW,,0,M83 M80
AA,JAX,MIA,Y,0,ER4 ERD
AA,JAX,ORD,Y,0,ER4 CR7
AA,JAX,PHL,,0,E90
AA,JFK,AUH,Y,0,777
AA,JFK,AUS,,0,738
AA,JFK,BNA,Y,0,ER4
AA,JFK,BOS,,0,738
AA,JFK,BWI,Y,0,ER4
AA,JFK,CLE,Y,0,ER4
AA,JFK,CLT,,0,321 319
AA,JFK,CMH,Y,0,ER4 CR7
AA,JFK,CVG,Y,0,ER4
AA,JFK,DCA,,0,738
AA,JFK,DFW,,0,738 757
AA,JFK,IND,Y,0,ER4
AA,JFK,LAS,,0,738
AA,JFK,LAX,,0,32B 762
AA,JFK,MCO,,0,763 757
AA,JFK,MIA,,0,757 763 738
AA,JFK,ORD,,0,738
AA,JFK,ORF,Y,0,ER4
AA,JFK,PHX,,0,321
AA,JFK,PIT,Y,0,ER4
AA,JFK,RDU,Y,0,ERD CR7
AA,JFK,SAN,,0,738
AA,JFK,SEA,,0,738
AA,JFK,SFO,,0,32B 763
AA,JFK,SJU,,0,757
AA,JFK,STT,,0,757
AA,JFK,TPA,Y,0,CR7
AA,JLN,DFW,Y,0,ER4
AA,JNU,KTN,Y,0,737
AA,KOA,LAX,,0,757
AA,KOA,OAK,Y,0,737
AA,KOA,PHX,,0,757
AA,KOA,SJC,Y,0,737
AA,KTN,JNU,Y,0,734
AA,KTN,SEA,Y,0,734
AA,LAS,CLT,,0,321
AA,LAS,DCA,,0,320 319
AA,LAS,DFW,,0,M80 738 M83 757
AA,LAS,JFK,,0,738
AA,LAS,LAX,,0,738
AA,LAS,MIA,,0,757 738
AA,LAS,ORD,,0,M83 738
AA,LAS,PHL,,0,320 321
AA,LAS,PHX,,0,320 321 319
AA,LAW,DFW,Y,0,ER4 ERD
AA,LAX,ABQ,Y,0,CRJ CR7
AA,LAX,ANC,Y,0,737
AA,LAX,AUS,,0,M83 738
AA,LAX,BDL,,0,738
AA,LAX,BNA,,0,738
AA,LAX,BOS,,0,757 738
AA,LAX,CLT,,0,321
AA,LAX,CMH,,0,738
AA,LAX,DCA,,0,738
AA,LAX,DEN,Y,0,CR7
AA,LAX,DFW,,0,738 763 757 M83
AA,LAX,ELP,Y,0,CRJ
AA,LAX,EUG,Y,0,CRJ
AA,LAX,FAT,Y,0,CRJ
AA,LAX,HNL,,0,757
AA,LAX,IAD,,0,738
AA,LAX,IAH,Y,0,CR7
AA,LAX,IND,,0,738
AA,LAX,JFK,,0,32B 762
AA,LAX,KOA,,0,757
AA,LAX,LAS,,0,738
AA,LAX,LIH,,0,757
AA,LAX,MCO,,0,757 738
AA,LAX,MFR,Y,0,DH4
AA,LAX,MIA,,0,757 777 763 738
AA,LAX,MMH,Y,0,DH4
AA,LAX,MRY,Y,0,CRJ
AA,LAX,OGG,,0,757
AA,LAX,OKC,Y,0,CR7
AA,LAX,ORD,,0,738
AA,LAX,PBI,,0,738
AA,LAX,PDX,Y,0,737
AA,LAX,PHL,,0,321 320
AA,LAX,PHX,,0,321 319 320
AA,LAX,PIT,,0,738
AA,LAX,PVG,,0,777
AA,LAX,RDM,Y,0,CRJ
AA,LAX,RDU,,0,738
AA,LAX,RNO,Y,0,CRJ
AA,LAX,SAF,Y,0,CRJ
AA,LAX,SAN,Y,0,CRJ CR7
AA,LAX,SEA,Y,0,737
AA,LAX,SFO,,0,738
AA,LAX,SJC,Y,0,CR7 CRJ
AA,LAX,SLC,Y,0,CRJ CR7
AA,LAX,SMF,Y,0,CRJ
AA,LAX,STL,,0,M83
AA,LAX,STS,Y,0,DH4
AA,LAX,TUS,Y,0,CRJ
AA,LAX,XNA,Y,0,CR7
AA,LBB,DFW,,0,M80 M83
AA,LCH,DFW,Y,0,ER4 ERD
AA,LEX,CLT,Y,0,CR7 CRJ
AA,LEX,DFW,Y,0,ERD ER4
AA,LEX,ORD,Y,0,ERD ER4
AA,LFT,DFW,Y,0,ERD ER4 CRJ
AA,LGA,BNA,Y,0,CR7
AA,LGA,BOS,,0,319 E90
AA,LGA,CHO,Y,0,ERD
AA,LGA,CLT,,0,321 319 320
AA,LGA,CMH,Y,0,CR7 ERD
AA,LGA,DAY,Y,0,ERD
AA,LGA,DCA,,0,319 E90
AA,LGA,DFW,,0,738
AA,LGA,DTW,Y,0,CR7
AA,LGA,GSO,Y,0,ERD
AA,LGA,ILM,Y,0,ERD
AA,LGA,LIT,Y,0,CR7
AA,LGA,MIA,,0,738
AA,LGA,ORD,,0,738
AA,LGA,ORF,Y,0,ERD
AA,LGA,PBI,,0,738
AA,LGA,PHL,,0,E90 DH3 319
AA,LGA,PIT,Y,0,CRJ E75
AA,LGA,RDU,Y,0,ERD CR7
AA,LGA,RIC,Y,0,ERD
AA,LGA,ROA,Y,0,ERD
AA,LGA,SDF,Y,0,ERD
AA,LGA,STL,Y,0,CR7
AA,LGA,TYS,Y,0,ERD
AA,LGA,XNA,Y,0,CR7
AA,LGB,PDX,Y,0,CR7
AA,LGB,PHX,,0,319
AA,LGB,SEA,Y,0,CR7
AA,LIH,LAX,,0,757
AA,LIH,OAK,Y,0,737
AA,LIH,PHX,,0,757
AA,LIH,SJC,Y,0,737
AA,LIT,CLT,Y,0,CR9 CRJ
AA,LIT,DCA,Y,0,E70
AA,LIT,DFW,,0,M80 M83
AA,LIT,LGA,Y,0,CR7
AA,LIT,ORD,Y,0,CR7 ER4
AA,LRD,DFW,Y,0,ERD CRJ ER4
AA,LSE,ORD,Y,0,ER4 ERD
AA,LYH,CLT,,0,DH8
AA,MAF,DFW,Y,0,CRJ ERD ER4
AA,MAO,MIA,,0,738 763
AA,MCI,CLT,,0,319
AA,MCI,DCA,Y,0,E75 E70
AA,MCI,DFW,,0,M83 M80
AA,MCI,ORD,Y,0,E75 ER4 CR7 ERD
AA,MCI,PHL,Y,0,E75 E70 CRJ
AA,MCI,PHX,,0,319
AA,MCI,SEA,Y,0,737
AA,MCO,CLT,,0,321 757 767 319
AA,MCO,DCA,,0,319 320
AA,MCO,DFW,,0,738 M83 M80 757
AA,MCO,JFK,,0,763 757
AA,MCO,LAX,,0,757 738
AA,MCO,MIA,,0,757 738
AA,MCO,ORD,,0,738 M83 M80
AA,MCO,PHL,,0,321 767 757 320 332
AA,MCO,PHX,,0,321 320
AA,MCO,SAN,Y,0,737
AA,MCO,SEA,Y,0,737
AA,MDT,BOS,,0,DH3
AA,MDT,CLT,,0,319 CR7 CRJ
AA,MDT,ORD,Y,0,CR7 ERD
AA,MDT,PHL,,0,DH3
AA,MEM,CLT,,0,319 CR7
AA,MEM,DCA,Y,0,CRJ
AA,MEM,DFW,,0,319
AA,MEM,MIA,Y,0,ER4
AA,MEM,ORD,Y,0,CR7 ER4 ERD
AA,MFE,DFW,,0,M83 M80 319
AA,MFR,LAX,Y,0,DH4
AA,MGM,CLT,Y,0,CRJ
AA,MGM,DFW,Y,0,ERD ER4
AA,MHK,DFW,Y,0,ERD ER4
AA,MHK,ORD,Y,0,ERD ER4
AA,MHT,CLT,Y,0,CR9
AA,MHT,DCA,,0,CRJ
AA,MHT,PHL,Y,0,E70 E75 CRJ
AA,MIA,ATL,,0,738
AA,MIA,BDL,,0,738
AA,MIA,BHM,Y,0,ER4
AA,MIA,BNA,,0,738
AA,MIA,BOS,,0,757 738
AA,MIA,BWI,,0,738
AA,MIA,CHS,Y,0,ER4
AA,MIA,CLE,Y,0,ER4
AA,MIA,CLT,,0,319 321 320 737
AA,MIA,CMH,Y,0,ER4
AA,MIA,CVG,Y,0,ER4
AA,MIA,DCA,,0,738
AA,MIA,DEN,,0,738
AA,MIA,DFW,,0,738 757
AA,MIA,DTW,,0,738
AA,MIA,EWR,,0,738 757
AA,MIA,EYW,Y,0,ERD
AA,MIA,GCM,,0,738
AA,MIA,GNV,Y,0,ER4
AA,MIA,GSO,Y,0,ER4
AA,MIA,IAD,,0,738
AA,MIA,IAH,,0,738
AA,MIA,IND,Y,0,ER4
AA,MIA,JAX,Y,0,ER4 ERD
AA,MIA,JFK,,0,763 757 738
AA,MIA,LAS,,0,738 757
AA,MIA,LAX,,0,777 763 757 738
AA,MIA,LGA,,0,738
AA,MIA,MAO,,0,763 738
AA,MIA,MCO,,0,757 738
AA,MIA,MEM,Y,0,ER4
AA,MIA,MSP,,0,738
AA,MIA,MSY,,0,738
AA,MIA,ORD,,0,738 763
AA,MIA,ORF,Y,0,ER4
AA,MIA,PHL,,0,320 738 321 757
AA,MIA,PHX,,0,738
AA,MIA,PIT,Y,0,ER4
AA,MIA,PNS,Y,0,ER4
AA,MIA,RDU,,0,738
AA,MIA,RIC,Y,0,ER4
AA,MIA,SAN,,0,738
AA,MIA,SDF,Y,0,ER4
AA,MIA,SEA,,0,757
AA,MIA,SFO,,0,763 757 738
AA,MIA,SJU,,0,738 757
AA,MIA,STL,,0,738
AA,MIA,STT,,0,757
AA,MIA,STX,,0,738
AA,MIA,TLH,Y,0,ER4 ERD
AA,MIA,TPA,,0,738
AA,MIA,TUL,,0,738
AA,MKE,CLT,Y,0,CRJ CR7 CR9
AA,MKE,DFW,,0,M80 M83
AA,MKE,ORD,Y,0,CRJ
AA,MKE,PHL,Y,0,CRJ
AA,MKE,PHX,,0,320 319
AA,MLB,CLT,,0,CRJ
AA,MLI,DFW,Y,0,ERD ER4
AA,MLI,ORD,Y,0,ER4 ERD
AA,MLU,DFW,Y,0,ER4 CRJ
AA,MMH,LAX,Y,0,DH4
AA,MOB,CLT,Y,0,CRJ
AA,MOB,DFW,Y,0,ER4 CRJ
AA,MQT,ORD,Y,0,ER4
AA,MRY,LAX,Y,0,CRJ
AA,MRY,PHX,Y,0,CRJ
AA,MSN,DFW,Y,0,ER4 CRJ
AA,MSN,ORD,Y,0,ER4 ERD
AA,MSP,CLT,,0,319 320 321
AA,MSP,DCA,Y,0,E75 E70
AA,MSP,DFW,,0,M80 M83 738
AA,MSP,MIA,,0,738
AA,MSP,ORD,Y,0,E75 CR7
AA,MSP,PHL,,0,319 E90
AA,MSP,PHX,,0,320 321 319
AA,MSY,AUS,,0,
AA,MSY,CLT,Y,0,319 320 E75 CR9 E70
AA,MSY,DCA,Y,0,E75 E70 319
AA,MSY,DFW,,0,M80 M83
AA,MSY,MIA,,0,738
AA,MSY,ORD,Y,0,E75
AA,MSY,PHL,Y,0,319 E90 E75
AA,MYR,CLT,,0,DH8 CR7 CR9
AA,MYR,DCA,Y,0,CRJ
AA,MYR,PHL,Y,0,CRJ E75
AA,OAJ,CLT,,0,DH8 CR7
AA,OAJ,DCA,Y,0,CRJ
AA,OAK,HNL,Y,0,737
AA,OAK,KOA,Y,0,737
AA,OAK,LIH,Y,0,737
AA,OAK,OGG,Y,0,737
AA,OAK,PDX,Y,0,DH4
AA,OAK,PHX,,0,319 CR9
AA,OAK,SEA,Y,0,737
AA,OGG,DFW,,0,763
AA,OGG,LAX,,0,757
AA,OGG,OAK,Y,0,737
AA,OGG,PHX,,0,757
AA,OGG,SJC,Y,0,737
AA,OGG,SMF,Y,0,737
AA,OKC,DFW,,0,M80 M83
AA,OKC,LAX,Y,0,CR7
AA,OKC,ORD,Y,0,CR7 ER4
AA,OMA,CLT,Y,0,CR9
AA,OMA,DCA,Y,0,E70
AA,OMA,DFW,,0,M80 M83
AA,OMA,ORD,Y,0,E75 ER4 CR7
AA,OMA,PHX,,0,319
AA,ONT,DFW,,0,M80 M83
AA,ONT,PDX,Y,0,CR7
AA,ONT,PHX,,0,320 319
AA,ONT,SEA,Y,0,737
AA,ORD,ABQ,Y,0,E75
AA,ORD,ALO,Y,0,ERD
AA,ORD,ART,Y,0,ERD
AA,ORD,ATL,Y,0,E75 CR7
AA,ORD,AUH,Y,0,777
AA,ORD,AUS,,0,M80 M83
AA,ORD,AZO,Y,0,ER4 ERD
AA,ORD,BDL,Y,0,ER4 E75
AA,ORD,BMI,Y,0,ER4 ERD
AA,ORD,BNA,Y,0,ER4 ERD CR7 E75
AA,ORD,BOS,,0,738
AA,ORD,BUF,Y,0,ER4 CR7 E75
AA,ORD,BWI,Y,0,E75 ER4 CR7
AA,ORD,CHA,Y,0,ER4 ERD
AA,ORD,CHO,Y,0,CRJ
AA,ORD,CID,Y,0,ER4
AA,ORD,CLE,Y,0,ER4 CR7 ERD
AA,ORD,CLT,,0,321 320 E90 319
AA,ORD,CMH,Y,0,ER4 CR7 ERD
AA,ORD,CMI,Y,0,ER4 ERD
AA,ORD,COU,Y,0,ER4 ERD
AA,ORD,CVG,Y,0,ER4
AA,ORD,CWA,Y,0,ERD ER4
AA,ORD,DAY,Y,0,ER4
AA,ORD,DBQ,Y,0,ERD ER4
AA,ORD,DCA,,0,738 M83 M80
AA,ORD,DEN,,0,M80 M83
AA,ORD,DFW,,0,M80 M83 738
AA,ORD,DSM,Y,0,ERD ER4 E75
AA,ORD,DTW,Y,0,ERD E75 ER4 CR7
AA,ORD,ELP,Y,0,E75
AA,ORD,EVV,Y,0,ER4 ERD
AA,ORD,EWR,Y,0,CR7 E75
AA,ORD,FAR,Y,0,ER4
AA,ORD,FLL,,0,738
AA,ORD,FNT,Y,0,ER4 ERD
AA,ORD,FSD,Y,0,ER4 ERD
AA,ORD,FWA,Y,0,ERD ER4
AA,ORD,GRB,Y,0,ER4
AA,ORD,GRR,Y,0,ER4 ERD
AA,ORD,HPN,Y,0,ERD
AA,ORD,HSV,Y,0,ER4
AA,ORD,IAH,Y,0,CR7
AA,ORD,ICT,Y,0,CRJ
AA,ORD,IND,Y,0,ER4 ERD E75 CR7
AA,ORD,JAX,Y,0,ER4 CR7
AA,ORD,JFK,,0,738
AA,ORD,LAS,,0,M83 738
AA,ORD,LAX,,0,738
AA,ORD,LEX,Y,0,ERD ER4
AA,ORD,LGA,,0,738
AA,ORD,LIT,Y,0,ER4 CR7
